PATH,PROGRAMA,RESOLUCION,IMAGEN_FONDO,TITULO_A_OBTENER,DOBLE_TITULACION,DESCRIPCION,META_DESCRIPCION,MODALIDAD,TIPO,DURACION,URL_SITIOWEB,URL_BROCHURE,PIXEL_GTM,title
maestria-en-gerencia-en-servicios-de-salud,Maestria en Gerencia en Servicios de Salud,RPC-SO-22-No.350-2022,/informacion/postgrado/maestria-en-gerencia-en-servicios-de-salud/images/background.jpg,"Magíster en Gerencia en Servicios de la Salud, UEES, Ecuador. | Master of Business Administration: Major in Strategic Healthcare Management, GFU.",Obtén tu doble titulación con GFU,"La Maestría en Gerencia en Servicios de la Salud 100% en línea está dirigida a profesionales de título de tercer nivel de grado debidamente registrado, preferentemente en el campo de Administración; Ciencias Sociales; Periodismo; Información; Derecho; Salud y Bienestar. Para profesionales con título de tercer nivel en otros campos de conocimiento se debe acreditar experiencia en cargos administrativos o gerenciales en instituciones de la salud (mínimo 1 año).","La Maestría en Gerencia en Servicios de la Salud 100% en línea está dirigida a profesionales de título de tercer nivel de grado debidamente registrado,...",Online,Postgrado,12 Meses,https://online.uees.edu.ec/postgrado/maestria-en-gerencia-en-servicios-de-salud?utm_campaign=UEES_POSTGRADO_EC&platform=LANDING&utm_source=REFERIDO&utm_medium=TRAFICO&utm_term=INTERESES_ESPECIFICO&utm_content=CAMP_LANDINGS_ABR26&utm_id=BTN_VER_PROGRAMA,https://uees.edu.ec/descargas/postgrado/maestria-en-gerencia-de-servicios-de-salud.pdf,GTM-58CRP56,Maestría en Gerencia en Servicios de Salud
maestria-en-gestion-comercial-y-relaciones-con-los-clientes,Maestria en gestion Comercial y relaciones con los Clientes OnLine,RPC-SO-16-No.333-2020,/informacion/postgrado/maestria-en-gestion-comercial-y-relaciones-con-los-clientes/images/background.jpg,"Magíster en Gestión Comercial y Relaciones con los Clientes, UEES, Ecuador. | Master of Business Administration: Major in Strategic Sales and Customer Relationship Management, GFU.",Obtén tu doble titulación con GFU,"La Maestría en Gestión Comercial y Relaciones con los Clientes 100% en línea está dirigida a profesionales de tercer nivel de grado con títulos de Ingenieros, licenciados; preferentemente anes al campo de administración, para los campos de educación, ciencias sociales, periodismo, información y derecho, tecnologías de la información y comunicación (TIC), ingeniería, industria y construcción, salud y bienestar (medicina) se solicita un año de experiencia profesional afínes al programa.","La Maestría en Gestión Comercial y Relaciones con los Clientes 100% en línea está dirigida a profesionales de tercer nivel de grado con títulos de Ingenieros,...",Online,Postgrado,12 Meses,https://online.uees.edu.ec/postgrado/maestria-en-gestion-comercial-y-relaciones-con-los-clientes?utm_campaign=UEES_POSTGRADO_EC&platform=LANDING&utm_source=REFERIDO&utm_medium=TRAFICO&utm_term=INTERESES_ESPECIFICO&utm_content=CAMP_LANDINGS_ABR26&utm_id=BTN_VER_PROGRAMA,https://uees.edu.ec/colombia/site/uploads/descargas/maestrias/maestria-online-en-gestion-comercial-y-relaciones-con-los-clientes.pdf,GTM-58CRP56,Maestría en Gestión Comercial y Relaciones Con los Clientes Online
maestria-en-gestion-de-la-calidad,Maestria en Gestion de la Calidad OnLine,RPC-SO-19-No.405-2020,/informacion/postgrado/maestria-en-gestion-de-la-calidad/images/background.jpg,"Magíster en Gestión de la Calidad, Universidad Espíritu Santo, Ecuador. | Master of Business Administration: Major in Quality and Process Management, GFU.",Obtén tu doble titulación con GFU,"La Maestría en Gestión de la Calidad 100% en línea está dirigida a profesionales de tercer nivel de grado con títulos de ingenieros y licenciados; preferentemente anes al campo de administración, para los campos de educación, ciencias sociales, periodismo, información y derecho, tecnologías de la información y comunicación (TIC), ingeniería, industria y construcción, salud y bienestar (medicina) se solicita un año de experiencia profesional afín al programa.",La Maestría en Gestión de la Calidad 100% en línea está dirigida a profesionales de tercer nivel de grado con títulos de ingenieros y licenciados;...,Online,Postgrado,12 Meses,https://online.uees.edu.ec/postgrado/maestria-en-gestion-de-la-calidad?utm_campaign=UEES_POSTGRADO_EC&platform=LANDING&utm_source=REFERIDO&utm_medium=TRAFICO&utm_term=INTERESES_ESPECIFICO&utm_content=CAMP_LANDINGS_ABR26&utm_id=BTN_VER_PROGRAMA,https://uees.edu.ec/colombia/site/uploads/descargas/maestrias/maestria-online-en-gestion-de-la-calidad.pdf,GTM-58CRP56,Maestría en Gestión de la Calidad Online
maestria-en-gestion-de-la-seguridad-privada,Maestria en gestion de la seguridad privada,RPC-SO-12-No.214-2024,/informacion/postgrado/maestria-en-gestion-de-la-seguridad-privada/images/background.jpg,"Magíster en Gestión de la Seguridad Privada, Universidad Espíritu Santo, Ecuador. | Máster en Formación Permanente en Seguridad Privada, Instituto Internacional de Estudios en Seguridad Global, España.",Obtén tu doble títulación,"Profesionales de tercer nivel de grado debidamente registrado en el Sistema Nacional de Información de Educación Superior del Ecuador (SNIESE) preferentemente en el campo amplio de Administración de empresas y derecho, servicios, campo específico de educación comercial y ministración, servicios de higiene y salud ocupacional, servicios de seguridad. Para los campos de Tecnologías de la Información y Comunicación (TIC), Ingeniería, Industrial y construcción se solicita al menos 1 año de experiencia profesional en el área del programa.",Profesionales de tercer nivel de grado debidamente registrado en el Sistema Nacional de Información de Educación Superior del Ecuador (SNIESE) preferentemente...,Online,Postgrado,12 Meses,https://online.uees.edu.ec/postgrado/maestria-en-gestion-de-la-seguridad-privada?utm_campaign=UEES_POSTGRADO_EC&platform=LANDING&utm_source=REFERIDO&utm_medium=TRAFICO&utm_term=INTERESES_ESPECIFICO&utm_content=CAMP_LANDINGS_ABR26&utm_id=BTN_VER_PROGRAMA,https://webservices.uees.edu.ec/brochure/postgradoonline/Maestria%20en%20gestion%20de%20la%20seguridad%20privada.pdf,GTM-58CRP56,Maestría en Gestión de la Seguridad Privada
maestria-en-gestion-de-proyectos,Maestria en Gestion de Proyectos OnLine,RPC-SO-23-No.509-2020,/informacion/postgrado/maestria-en-gestion-de-proyectos/images/background.jpg,Magíster en Gestión De Proyectos,,"La Maestría en Gestión de Proyectos 100% en línea está dirigida a profesionales con título de tercer nivel de grado en áreas del conocimiento relacionadas a la educación, ciencias sociales, derecho, tecnologías de la información y comunicación (TIC), economía, finanzas, administración, contabilidad o ingenierías, industria y construcción debidamente registrado en SENESCYT, que laboralmente estén vinculados al área de proyectos, ya sea como directores o como miembros del equipo.",La Maestría en Gestión de Proyectos 100% en línea está dirigida a profesionales con título de tercer nivel de grado en áreas del conocimiento relacionadas a la...,Online,Postgrado,14 Meses,https://online.uees.edu.ec/postgrado/maestria-en-gestion-de-proyectos?utm_campaign=UEES_POSTGRADO_EC&platform=LANDING&utm_source=REFERIDO&utm_medium=TRAFICO&utm_term=INTERESES_ESPECIFICO&utm_content=CAMP_LANDINGS_ABR26&utm_id=BTN_VER_PROGRAMA,,GTM-58CRP56,Maestría en Gestión de Proyectos Online
maestria-en-gestion-del-talento-humano,Maestria en Gestion del Talento Humano,RPC-SO-51-No.836-2022,/informacion/postgrado/maestria-en-gestion-del-talento-humano/images/background.jpg,Magíster en Gestión del Talento Humano,,"La Maestría en Gestión del Talento Humano está dirigida a profesionales de tercer nivel de grado (debidamente registrado en el Sistema Nacional de Información de Educación Superior del Ecuador (SNIESE)) preferentemente en el campo amplio de la Administración, Ciencias Sociales, con experiencia de al menos 1 año y a profesionales de otras áreas que deseen fortalecer sus conocimientos y habilidades en el campo de la gestión del talento humano.",La Maestría en Gestión del Talento Humano está dirigida a profesionales de tercer nivel de grado (debidamente registrado en el Sistema Nacional de Información...,Online,Postgrado,12 Meses,https://online.uees.edu.ec/postgrado/maestria-en-gestion-del-talento-humano?utm_campaign=UEES_POSTGRADO_EC&platform=LANDING&utm_source=REFERIDO&utm_medium=TRAFICO&utm_term=INTERESES_ESPECIFICO&utm_content=CAMP_LANDINGS_ABR26&utm_id=BTN_VER_PROGRAMA,https://uees.edu.ec/descargas/postgrado/maestria-en-gestion-del-talento-humano.pdf,GTM-58CRP56,Maestría en Gestión del Talento Humano
maestria-en-gestion-educativa,Maestria en Gestion Educativa OnLine,RPC-SO-22-NO.560-2021,/informacion/postgrado/maestria-en-gestion-educativa/images/background.jpg,"Magíster en Gestión Educativa, Universidad Espíritu Santo, Ecuador. | Master of Science in Educational Management: Major in Instructional Design and Digital Innovation in Virtual Learning Environment, GFU, Estados Unidos.",Obtén tu doble titulación con GFU,"La Maestría en Gestión Educativa 100% en línea está dirigida a profesionales con título de tercer nivel de grado en cualquier área del conocimiento, debidamente registrado en SENESCYT.","La Maestría en Gestión Educativa 100% en línea está dirigida a profesionales con título de tercer nivel de grado en cualquier área del conocimiento,...",Online,Postgrado,12 Meses,https://online.uees.edu.ec/postgrado/maestria-en-gestion-educativa?utm_campaign=UEES_POSTGRADO_EC&platform=LANDING&utm_source=REFERIDO&utm_medium=TRAFICO&utm_term=INTERESES_ESPECIFICO&utm_content=CAMP_LANDINGS_ABR26&utm_id=BTN_VER_PROGRAMA,,GTM-58CRP56,Maestría en Gestión Educativa Online
maestria-en-gestion-financiera-y-riesgo,Maestria en Gestion Financiera y Riesgo OnLine,RPC-SO-10-No.191-2020,/informacion/postgrado/maestria-en-gestion-financiera-y-riesgo/images/background.jpg,"Magíster en Gestión Financiera y Riesgo, UEES, Ecuador. | Master of Business Administration: Major in Strategic Financial Management and Fintech, GFU.",Obtén tu doble titulación con GFU,"La Maestría en Gestión Financiera y Riesgo 100% en línea está dirigida a profesionales de tercer nivel de grado con títulos de Ingenieros, licenciados; preferentemente afines al campo de Administración, para los campos de Educación, Ciencias Sociales, Periodismo, Información y Derecho, Tecnologías de la Información y comunicación (TIC), Ingeniería, Industria y Construcción, Salud y Bienestar (medicina) se solicita un año de experiencia profesional afín al programa.","La Maestría en Gestión Financiera y Riesgo 100% en línea está dirigida a profesionales de tercer nivel de grado con títulos de Ingenieros, licenciados;...",Online,Postgrado,12 Meses,https://online.uees.edu.ec/postgrado/maestria-en-gestion-financiera-y-riesgo?utm_campaign=UEES_POSTGRADO_EC&platform=LANDING&utm_source=REFERIDO&utm_medium=TRAFICO&utm_term=INTERESES_ESPECIFICO&utm_content=CAMP_LANDINGS_ABR26&utm_id=BTN_VER_PROGRAMA,https://uees.edu.ec/colombia/site/uploads/descargas/maestrias/maestria-online-en-gestion-financiera-y-riesgo.pdf,GTM-58CRP56,Maestría en Gestión Financiera y Riesgo Online
maestria-en-gestion-hospitalaria,Maestría en Gestión Hospitalaria OnLine,RPC-SO-23-No.392-2024,/informacion/postgrado/maestria-en-gestion-hospitalaria/images/background.jpg,Magíster en Gestión Hospitalaria,,"La Maestría en Gestión Hospitalaria está dirigido a profesionales de tercer nivel de grado preferentemente con títulos afines al campo específico de la Educación comercial y administración. Para los campos de Tecnologías de la Información y Comunicación (TIC), Salud, Ciencias Sociales, Construcción, Derecho, Industria, Finanzas, Contabilidad, se solicita al menos 1 año de experiencia profesional en el área del programa.",La Maestría en Gestión Hospitalaria está dirigido a profesionales de tercer nivel de grado preferentemente con títulos afines al campo específico de la...,Online,Postgrado,12 Meses,https://online.uees.edu.ec/postgrado/maestria-en-gestion-hospitalaria?utm_campaign=UEES_POSTGRADO_EC&platform=LANDING&utm_source=REFERIDO&utm_medium=TRAFICO&utm_term=INTERESES_ESPECIFICO&utm_content=CAMP_LANDINGS_ABR26&utm_id=BTN_VER_PROGRAMA,https://webservices.uees.edu.ec/brochure/postgradoonline/Maestr%C3%ADa%20en%20Gesti%C3%B3n%20Hospitalaria%20OnLine.pdf,GTM-58CRP56,Maestría en Gestión Hospitalaria Online
maestria-en-gestion-y-operacion-de-la-cadena-de-suministro,Maestria en Gestion y Operacion de la Cadena de Suministro,RPC-SO-19-No.405-2020,/informacion/postgrado/maestria-en-gestion-y-operacion-de-la-cadena-de-suministro/images/background.jpg,"Magíster en Gestión y Operación de la Cadena de Suministro, UEES, Ecuador. | Master of Business Administration: Major in Quality and Process Management, GFU.",Obtén tu doble titulación con GFU,"La Maestría en Gestión y Operación de la Cadena de Suministro 100% en línea está dirigida a profesionales de tercer nivel de grado con títulos de ingenieros y licenciados, preferentemente afines al campo de administración. Para los campos de educación, tecnologías de la información y comunicación, ciencias sociales, periodismo, información y derecho o ingeniería (industria y construcción), salud y bienestar (medicina) se solicita 1 año de experiencia profesional en el área de operaciones, cadena de suministros o administrativas.",La Maestría en Gestión y Operación de la Cadena de Suministro 100% en línea está dirigida a profesionales de tercer nivel de grado con títulos de ingenieros y...,Online,Postgrado,12 Meses,https://online.uees.edu.ec/postgrado/maestria-en-gestion-y-operacion-de-la-cadena-de-suministro?utm_campaign=UEES_POSTGRADO_EC&platform=LANDING&utm_source=REFERIDO&utm_medium=TRAFICO&utm_term=INTERESES_ESPECIFICO&utm_content=CAMP_LANDINGS_ABR26&utm_id=BTN_VER_PROGRAMA,https://uees.edu.ec/descargas/postgrado/maestria-en-gestion-y-operacion-de-la-cadena-de-suministro.pdf,GTM-58CRP56,Maestría en Gestión y Operación de la Cadena de Suministro
maestria-en-inteligencia-artificial,Maestria en inteligencia artificial,RPC-SO-11-No.196-2024,/informacion/postgrado/maestria-en-inteligencia-artificial/images/background.jpg,Magíster en Inteligencia Artificial,,"La Maestría en Inteligencia Artificial está dirigida a profesionales de tercer nivel de grado, preferentemente en el campo amplio de Tecnología de la Información y la Comunicación (TIC), Ciencias Naturales, Matemáticas y Estadística e Ingeniería, Industria y Construcción; campo específico de Tecnología de la información y la Comunicación (TIC), Matemáticas y Estadística, Ingeniería y profesiones afines, Industria y Producción o afines. Para los campos amplios de Administración de Empresas y Derecho se solicitará al menos 1 año de experiencia profesional en el área del programa.","La Maestría en Inteligencia Artificial está dirigida a profesionales de tercer nivel de grado, preferentemente en el campo amplio de Tecnología de la...",Online,Postgrado,12 Meses,https://online.uees.edu.ec/postgrado/maestria-en-inteligencia-artificial?utm_campaign=UEES_POSTGRADO_EC&platform=LANDING&utm_source=REFERIDO&utm_medium=TRAFICO&utm_term=INTERESES_ESPECIFICO&utm_content=CAMP_LANDINGS_ABR26&utm_id=BTN_VER_PROGRAMA,,GTM-58CRP56,Maestría en Inteligencia Artificial
maestria-en-inteligencia-de-negocios-y-ciencia-de-datos,Maestria en Inteligencia de Negocios y Ciencia de Datos OnLine,RPC-SO-12-NO.233-2020,/informacion/postgrado/maestria-en-inteligencia-de-negocios-y-ciencia-de-datos/images/background.jpg,"Magíster en Inteligencia de Negocios y Ciencia de Datos, UEES, Ecuador. | Master of Business Administration: Major in Advance Analytics and Artificial Intelligence for Business, GFU, Estados Unidos.",Obtén tu doble titulación con GFU,"La Maestría en Inteligencia de Negocios y Ciencia de Datos 100% en línea está dirigida a profesionales de tercer nivel de grado con títulos de ingenieros y licenciados; preferentemente afines al campo de administración, para los campos de educación, ciencias sociales, periodismo, información y derecho, tecnologías de la información y comunicación (TIC), ingeniería, industria y construcción, salud y bienestar (medicina) se solicita 1 año de experiencia profesional en administración, gestión financiera, contabilidad.",La Maestría en Inteligencia de Negocios y Ciencia de Datos 100% en línea está dirigida a profesionales de tercer nivel de grado con títulos de ingenieros y...,Online,Postgrado,12 Meses,https://online.uees.edu.ec/postgrado/maestria-en-inteligencia-de-negocios-y-ciencia-de-datos?utm_campaign=UEES_POSTGRADO_EC&platform=LANDING&utm_source=REFERIDO&utm_medium=TRAFICO&utm_term=INTERESES_ESPECIFICO&utm_content=CAMP_LANDINGS_ABR26&utm_id=BTN_VER_PROGRAMA,,GTM-58CRP56,Maestría en Inteligencia de Negocios y Ciencia de Datos Online
maestria-en-liderazgo-y-emprendimiento-educativo,Maestria en Liderazgo y Emprendimiento Educativo,RPC-SO-47-No.741-2022,/informacion/postgrado/maestria-en-liderazgo-y-emprendimiento-educativo/images/background.jpg,Magíster en Liderazgo y Emprendimiento Educativo,,"La Maestría en Liderazgo y Emprendimiento Educativo está dirigido a profesionales con título de tercer nivel de grado preferentemente en los campos amplios del conocimiento de: Educación; y, administración. Para profesionales con título de tercer nivel de otros campos amplios del conocimiento como: Ciencias Sociales, periodismo, información y derecho; Ciencias naturales, matemáticas y estadística; Tecnologías de la Información y Comunicación (TIC); Ingeniería, Industria y Construcción; Salud y Bienestar, debidamente registrado.",La Maestría en Liderazgo y Emprendimiento Educativo está dirigido a profesionales con título de tercer nivel de grado preferentemente en los campos amplios del...,Online,Postgrado,12 Meses,https://online.uees.edu.ec/postgrado/maestria-en-liderazgo-y-emprendimiento-educativo?utm_campaign=UEES_POSTGRADO_EC&platform=LANDING&utm_source=REFERIDO&utm_medium=TRAFICO&utm_term=INTERESES_ESPECIFICO&utm_content=CAMP_LANDINGS_ABR26&utm_id=BTN_VER_PROGRAMA,,GTM-58CRP56,Maestría en Liderazgo y Emprendimiento Educativo
maestria-en-management-estrategico,Maestria en Management Estrategico OnLine,RPC-SO-19-No.405-202,/informacion/postgrado/maestria-en-management-estrategico/images/background.jpg,Magíster en Management Estratégico,,"La Maestría en Management Estratégico 100% en línea está dirigida a profesionales de tercer nivel de grado con títulos de ingenieros y licenciados, preferentemente afines al campo de administración. Para los campos de educación, tecnologías de la información y comunicación, ciencias sociales, periodismo, información y derecho o ingeniería (industria y construcción), salud y bienestar (medicina) se solicita 1 año de experiencia profesional en el área de planificación estratégica, operaciones, marketing, comercial, finanzas o administración.","La Maestría en Management Estratégico 100% en línea está dirigida a profesionales de tercer nivel de grado con títulos de ingenieros y licenciados,...",Online,Postgrado,12 Meses,https://online.uees.edu.ec/postgrado/maestria-en-management-estrategico?utm_campaign=UEES_POSTGRADO_EC&platform=LANDING&utm_source=REFERIDO&utm_medium=TRAFICO&utm_term=INTERESES_ESPECIFICO&utm_content=CAMP_LANDINGS_ABR26&utm_id=BTN_VER_PROGRAMA,https://drive.google.com/file/d/1c2lkKc31djyo3I1qB124k-COFL4b5mqs/view?usp=sharing,GTM-58CRP56,Maestría en Management Estratégico Online
maestria-en-marketing-digital,Maestria en Marketing Digital OnLine,RPC-SO-16-No.333-2020,/informacion/postgrado/maestria-en-marketing-digital/images/background.jpg,Magíster en Marketing Digital,,"La Maestría en Marketing Digital 100% en línea está dirigida a profesionales de tercer nivel de grado con títulos de ingenieros y licenciados, preferentemente afines al campo de administración. Para los campos de educación, tecnologías de la información y comunicación, ciencias sociales, periodismo, información y derecho o ingeniería (industria y construcción), salud y bienestar (medicina) se solicita 1 año de experiencia profesional en el área de marketing, comercial o administrativo.","La Maestría en Marketing Digital 100% en línea está dirigida a profesionales de tercer nivel de grado con títulos de ingenieros y licenciados, preferentemente...",Online,Postgrado,12 Meses,https://online.uees.edu.ec/postgrado/maestria-en-marketing-digital?utm_campaign=UEES_POSTGRADO_EC&platform=LANDING&utm_source=REFERIDO&utm_medium=TRAFICO&utm_term=INTERESES_ESPECIFICO&utm_content=CAMP_LANDINGS_ABR26&utm_id=BTN_VER_PROGRAMA,,GTM-58CRP56,Maestría en Marketing Digital Online
maestria-en-negociacion-mediacion-arbitraje,"Maestria en Negociacion, Mediacion y Arbitraje",RPC-SO-13-No.235-2024,/informacion/postgrado/maestria-en-negociacion-mediacion-arbitraje/images/background.jpg,"Magíster en Negociación, Mediación y Arbitraje",,"El programa de Maestría en Negociación, Mediación y Arbitraje, está dirigido a profesionales de tercer nivel de grado preferentemente en el campo específico del Derecho; otros campos de formación deben acreditar 2 años de experiencia en áreas a fines, que estén interesados en profundizar en su formación de resolución alternativa de conflictos y obtener formación especializada frente a los nuevos retos profesionales dentro del mundo jurídico y la justicia alternativa.","El programa de Maestría en Negociación, Mediación y Arbitraje, está dirigido a profesionales de tercer nivel de grado preferentemente en el campo específico...",Online,Postgrado,12 Meses,https://online.uees.edu.ec/postgrado/maestria-en-negociacion-mediacion-arbitraje?utm_campaign=UEES_POSTGRADO_EC&platform=LANDING&utm_source=REFERIDO&utm_medium=TRAFICO&utm_term=INTERESES_ESPECIFICO&utm_content=CAMP_LANDINGS_ABR26&utm_id=BTN_VER_PROGRAMA,"https://webservices.uees.edu.ec/brochure/postgradoonline/Maestria%20en%20Negociacion,%20Mediacion%20y%20Arbitraje.pdf",GTM-58CRP56,"Maestría en Negociación, Mediación y Arbitraje"
maestria-en-negocios-internacionales,Maestría en Negocios Internacionales Online,RPC-SO-39-No.657-2024,/informacion/postgrado/maestria-en-negocios-internacionales/images/background.jpg,Magíster en Negocios Internacionales,,"Profesionales de tercer nivel de grado preferentemente con títulos afines al campo amplio de la Administración de empresas y derecho; Tecnologías de la información y la comunicación (TIC); Educación; Artes y humanidades; Ciencias sociales, periodismo e información; Ciencias naturales, matemáticas y estadística; Ingeniería, industria y construcción; Agricultura, silvicultura, pesca y veterinaria; Salud y bienestar y Servicios. En el caso de que el título de tercer nivel de grado sea obtenido en el exterior, el estudiante para inscribirse en el programa deberá presentarlo a la IES debidamente apostillado o legalizado por vía consular según el Art. 18 del RRA.",Profesionales de tercer nivel de grado preferentemente con títulos afines al campo amplio de la Administración de empresas y derecho; Tecnologías de la...,Online,Postgrado,12 Meses,https://online.uees.edu.ec/postgrado/maestria-en-negocios-internacionales?utm_campaign=UEES_POSTGRADO_EC&platform=LANDING&utm_source=REFERIDO&utm_medium=TRAFICO&utm_term=INTERESES_ESPECIFICO&utm_content=CAMP_LANDINGS_ABR26&utm_id=BTN_VER_PROGRAMA,https://webservices.uees.edu.ec/brochure/postgradoonline/Maestr%C3%ADa%20en%20Negocios%20Internacionales.pdf,GTM-58CRP56,Maestría en Negocios Internacionales Online
maestria-en-neuromarketing,Maestria en neuromarketing,RPC-SO-09-No.156-2024,/informacion/postgrado/maestria-en-neuromarketing/images/background.jpg,"Magíster en Neuromarketing, UEES, Ecuador. | Master of Science in Marketing: Major in Consumer Neuroscience and Sensory, GFU.",Obtén tu doble titulación con GFU,"La Maestría en Neuromarketing está dirigida a profesionales de tercer nivel de grado (debidamente registrado en el Sistema Nacional de Información de Educación Superior del Ecuador (SNIESE)) preferentemente en el campo amplio de Administración de empresas y derecho; Ciencias sociales, periodismo e información, Campo específico de Educación Comercial y Administración, Derecho, Ciencias sociales y del Comportamiento, Periodismo e Información, Tecnología de la información y la Comunicación (TIC) o afines. Para los campos amplios de Ingeniería, Industria y Construcción se solicitará al menos 1 año de experiencia profesional en el área del programa. En el caso de que el título de tercer nivel de grado sea obtenido en el exterior, el estudiante para inscribirse en el programa deberá presentarlo a la IES debidamente apostillado o legalizado por vía consular según el Art. 18 del RRA.",La Maestría en Neuromarketing está dirigida a profesionales de tercer nivel de grado (debidamente registrado en el Sistema Nacional de Información de Educación...,Online,Postgrado,12 Meses,https://online.uees.edu.ec/postgrado/maestria-en-neuromarketing?utm_campaign=UEES_POSTGRADO_EC&platform=LANDING&utm_source=REFERIDO&utm_medium=TRAFICO&utm_term=INTERESES_ESPECIFICO&utm_content=CAMP_LANDINGS_ABR26&utm_id=BTN_VER_PROGRAMA,https://uees.edu.ec/colombia/site/uploads/descargas/maestrias/maestria-online-en-neuromarketing.pdf,GTM-58CRP56,Maestría en Neuromarketing
maestria-en-pedagogia-en-transdisciplinariedad,Maestría en Pedagogía Online mención Transdisciplinaria de las Matemáticas,RPC-SO-04-No.078-2023,/informacion/postgrado/maestria-en-pedagogia-en-transdisciplinariedad/images/background.jpg,Magíster en Pedagogía con mención en Transdisciplinariedad de las Matemáticas,,"La Maestría en Educación con mención Pedagogía, mención en Transdisciplinariedad de las Matemáticas 100% en línea a profesionales con tercer nivel de grado, preferentemente en el campo amplio de la Educación, que estén interesados en potenciar sus habilidades didácticas en la enseñanza de las matemáticas en los niveles de educación elemental, media, superior y bachillerato.","La Maestría en Educación con mención Pedagogía, mención en Transdisciplinariedad de las Matemáticas 100% en línea a profesionales con tercer nivel de grado,...",Online,Postgrado,12 Meses,https://online.uees.edu.ec/postgrado/maestria-en-pedagogia-en-transdisciplinariedad?utm_campaign=UEES_POSTGRADO_EC&platform=LANDING&utm_source=REFERIDO&utm_medium=TRAFICO&utm_term=INTERESES_ESPECIFICO&utm_content=CAMP_LANDINGS_ABR26&utm_id=BTN_VER_PROGRAMA,https://uees.edu.ec/colombia/site/uploads/descargas/maestrias/maestria-online-en-pedagogia-mencion-transdisciplinaria-de-las-matematicas.pdf,GTM-58CRP56,Maestría en Pedagogía Online Mención Transdisciplinaria de las Matemáticas
maestria-en-politicas-publicas,Maestria en politicas publicas,RPC-SO-38-No.636-2024,/informacion/postgrado/maestria-en-politicas-publicas/images/background.jpg,Magíster en Políticas Públicas con mención en Gobernanza,,Profesionales con título de tercer nivel de grado preferentemente en el campo específico de Ciencias Sociales y del comportamiento y Derecho; otros campos del conocimiento deben acreditar 2 años de experiencia en áreas afines.,Profesionales con título de tercer nivel de grado preferentemente en el campo específico de Ciencias Sociales y del comportamiento y Derecho; otros campos del...,Online,Postgrado,12 Meses,https://online.uees.edu.ec/postgrado/maestria-en-politicas-publicas?utm_campaign=UEES_POSTGRADO_EC&platform=LANDING&utm_source=REFERIDO&utm_medium=TRAFICO&utm_term=INTERESES_ESPECIFICO&utm_content=CAMP_LANDINGS_ABR26&utm_id=BTN_VER_PROGRAMA,,GTM-58CRP56,Maestría en Políticas Públicas
maestria-en-psicologia-educativa,Maestría en Psicología Educativa Online,RPC-SO-04-No.078-2023,/informacion/postgrado/maestria-en-psicologia-educativa/images/background.jpg,Magíster en Psicología Educativa,,"La Maestría en Psicología Educativa 100% en línea esta dirigida a profesionales de tercer nivel de grado en psicología y docentes de cualquier nivel educativo, que quieran profundizar sus conocimientos en el aprendizaje y en los métodos educativos más idóneos para intervenir en el desarrollo de las habilidades cognitivas.","La Maestría en Psicología Educativa 100% en línea esta dirigida a profesionales de tercer nivel de grado en psicología y docentes de cualquier nivel educativo,...",Online,Postgrado,12 Meses,https://online.uees.edu.ec/postgrado/maestria-en-psicologia-educativa?utm_campaign=UEES_POSTGRADO_EC&platform=LANDING&utm_source=REFERIDO&utm_medium=TRAFICO&utm_term=INTERESES_ESPECIFICO&utm_content=CAMP_LANDINGS_ABR26&utm_id=BTN_VER_PROGRAMA,,GTM-58CRP56,Maestría en Psicología Educativa Online
maestria-en-seguridad-y-salud-ocupacional,ESAI Maestria en Seguridad y Salud Ocupacional OnLine,RPC-SO-19-No.332-2019 RPC-SE-19-No.155-2020,/informacion/postgrado/maestria-en-seguridad-y-salud-ocupacional/images/background.jpg,Magíster en Seguridad y Salud Ocupacional,,"La Maestría en Seguridad y Salud Ocupacional 100% en línea está dirigida a profesionales de tercer nivel de grado con títulos de médicos, psicólogos, abogados, ingenieros en seguridad industrial, licenciados en gestión de riesgo, ingenieros industriales, ingenieros ambientales, ingenieros agrónomos, ingenieros químicos, ingenieros en alimentos, ingenieros civiles, ingenieros navales, ingenieros mecánicos, ingenieros eléctricos, ingenieros electrónicos, ingenieros comerciales, ingenieros en petróleos, ingenieros en minas, economistas, geólogos, licenciados en enfermería, licenciados en nutrición y carreras afines.","La Maestría en Seguridad y Salud Ocupacional 100% en línea está dirigida a profesionales de tercer nivel de grado con títulos de médicos, psicólogos, abogados,...",Online,Postgrado,12 Meses,https://online.uees.edu.ec/postgrado/maestria-en-seguridad-y-salud-ocupacional?utm_campaign=UEES_POSTGRADO_EC&platform=LANDING&utm_source=REFERIDO&utm_medium=TRAFICO&utm_term=INTERESES_ESPECIFICO&utm_content=CAMP_LANDINGS_ABR26&utm_id=BTN_VER_PROGRAMA,https://webservices.uees.edu.ec/upload/3d538fd997ee071dec1f2506b311e234.pdf,GTM-58CRP56,ESAI Maestría en Seguridad y Salud Ocupacional Online
